epoch,train_loss_s,val_loss_s,train_loss_c,val_loss_c,ade,fde,aiou,fiou,intention_acc
24,0.07381845731288195,0.10367438321312268,0.2041281372308731,0.24324083576599756,18.859534581502277,37.06158192952474,0.6539580623308817,0.4598199874162674,0.8733333333333333
25,0.07285324893891812,0.10049621326227982,0.20461081862449645,0.23935425281524658,18.312983830769856,35.74088446299235,0.6605237821737925,0.472289780775706,0.875
26,0.07177959121763706,0.09907574579119682,0.20373010262846947,0.24248567720254263,17.720425605773926,34.63628609975179,0.668477326631546,0.4851984232664108,0.8733333333333333
27,0.07085916828364133,0.09860289717713992,0.20303289219737053,0.2481207326054573,17.327867190043133,33.716827392578125,0.6743413011233012,0.4969888726870219,0.87
28,0.07008215673267841,0.09487162033716838,0.20211530327796937,0.24077815562486649,17.06943639119466,33.30765851338705,0.6789804995059967,0.5015567590792974,0.8733333333333333
29,0.06934471298009157,0.09621588761607806,0.201151068136096,0.23610377808411917,16.892446517944336,32.88185405731201,0.6802744368712107,0.5031275947888693,0.875
30,0.06855715084820986,0.09532829498251279,0.20068148374557496,0.23512605826059976,16.713830788930256,32.46968078613281,0.683285673459371,0.5088059852520624,0.8733333333333333
31,0.06804805025458335,0.09537779912352562,0.19931669533252716,0.23919512331485748,16.486352284749348,32.17170556386312,0.6860429843266805,0.508114164074262,0.8733333333333333
32,0.06755569986999035,0.09545665358503659,0.1987438306212425,0.23324266324440637,16.481285572052002,32.16407171885172,0.6870600680510203,0.5117781559626261,0.875
33,0.06658917050808669,0.09393599318961303,0.19805786460638047,0.24028126150369644,16.149166425069172,31.597443262736004,0.6907271047433218,0.5160825053850809,0.87
34,0.06657307483255863,0.09259291427830856,0.19623418524861336,0.23827922344207764,16.01435422897339,31.247586568196613,0.6905709902445475,0.5155893315871557,0.8733333333333333
35,0.06627133022993803,0.07808397089441617,0.19554803483188152,0.23379798978567123,15.736491521199545,30.709823926289875,0.694941391547521,0.5206528902053833,0.8733333333333333
36,0.06534034945070744,0.09150257768730323,0.19555456191301346,0.236443263789018,15.698139985402426,30.58341344197591,0.6937681635220846,0.5199882288773855,0.8716666666666667
37,0.06497270371764899,0.09051947978635629,0.19492414444684983,0.23315279434124628,15.562681833902994,30.38579750061035,0.6961828370889028,0.5214410473903021,0.875
38,0.06509740278124809,0.09163509123027325,0.19418939352035522,0.23304487516482672,15.648049195607504,30.574522654215496,0.6946017344792684,0.5178053677082062,0.8716666666666667
39,0.06474005579948425,0.09023350725571315,0.19347719028592109,0.22982869545618692,15.246065139770508,29.766491254170734,0.7003594140211741,0.5267730355262756,0.8733333333333333
40,0.06442244201898575,0.09074641515811284,0.19154902473092078,0.23088473081588745,15.326578776041666,29.993558883666992,0.6985593438148499,0.5209573954343796,0.8733333333333333
41,0.0640261173248291,0.09058558816711108,0.19202837459743022,0.22596750408411026,15.140930811564127,29.585534413655598,0.7023599942525228,0.5286064644654592,0.8733333333333333
42,0.06369712445884942,0.09012274940808614,0.19024402201175689,0.2323241283496221,15.124974091847738,29.54964256286621,0.7020056545734406,0.5269918541113535,0.8716666666666667
43,0.06298814360052347,0.08862111282845338,0.19064284712076188,0.23156286279360452,15.01912784576416,29.268689155578613,0.7025106449921926,0.5288452605406443,0.8716666666666667
44,0.06303807012736798,0.08908941348393758,0.19064872041344644,0.22979303946097693,14.932623704274496,29.175034523010254,0.7031075358390808,0.5278576463460922,0.8716666666666667
45,0.06281318180263043,0.08923149978121121,0.1896112199872732,0.2332783912618955,14.908323446909586,29.119160970052082,0.7043199340502421,0.530094712972641,0.8716666666666667
46,0.0625225380063057,0.0887243462105592,0.18875230103731155,0.23336314658323923,14.844927310943604,28.950937271118164,0.7018510500590006,0.5270495017369589,0.87
47,0.06227002963423729,0.08861944638192654,0.1885804682970047,0.2291564792394638,14.764229933420816,28.917992909749348,0.7050318320592245,0.5291399856408437,0.8716666666666667
48,0.06201110165566206,0.08734321656326453,0.18810562342405318,0.22650672992070517,14.582842032114664,28.521249771118164,0.7068425814310709,0.5319667160511017,0.8733333333333333
49,0.06171757858246565,0.08721067570149899,0.1873595394194126,0.22593470414479574,14.593113899230957,28.603068351745605,0.7060143450895945,0.5297589053710302,0.8733333333333333
50,0.061449992656707766,0.08732608022789161,0.1867046557366848,0.23129282891750336,14.472200075785318,28.33699385325114,0.7073583205540975,0.5313838223616282,0.87
51,0.061286906525492665,0.08670513580242793,0.18575944192707539,0.23013407737016678,14.373718897501627,28.16485850016276,0.7086826960245768,0.5334687332312266,0.8716666666666667
52,0.06098610628396273,0.08534830870727698,0.1851645328104496,0.22869729747374853,14.163799921671549,27.650105476379395,0.7106854220231374,0.5359168698390325,0.8733333333333333
53,0.06081672487780452,0.08641416827837627,0.18506312221288682,0.22965684284766516,14.26795514424642,27.87540626525879,0.7096514602502187,0.5352595746517181,0.8733333333333333
54,0.06061313152313232,0.08680629792312781,0.18418242000043392,0.23144152015447617,14.317671140034994,28.04428768157959,0.7095603148142496,0.5336625874042511,0.87
55,0.056008707359433176,0.08533478900790215,0.18319568373262882,0.23144917686780295,14.068870544433594,27.562979062398274,0.7118452787399292,0.5368750393390656,0.87
56,0.06021260712295771,0.07054045548041661,0.18350515589118005,0.22269550462563834,13.927543481191,27.258391698201496,0.7135252257188162,0.5388935705025991,0.8766666666666667
57,0.059985431097447875,0.08396495506167412,0.18279099017381667,0.22459707160790762,13.728967507680258,26.847272237141926,0.7146870195865631,0.5407463411490122,0.8733333333333333
58,0.05918342536315322,0.08470784686505795,0.18312883451581002,0.22959172974030176,14.023955663045248,27.513616879781086,0.7095857361952463,0.5321143468221029,0.8716666666666667
59,0.05963404737412929,0.0854746475815773,0.1818147499114275,0.22835418581962585,14.024288654327393,27.47713629404704,0.7126931349436442,0.5361519555250803,0.8716666666666667
60,0.05949699217453599,0.08299706317484379,0.181288293376565,0.22029773394266763,13.834511439005533,27.196043332417805,0.7151709496974945,0.5381709386905035,0.875
61,0.059298946615308525,0.08437997537354629,0.1804102711379528,0.23421228428681692,13.856713930765787,27.214345932006836,0.7133163511753082,0.5364665786425272,0.87
62,0.05909962654113769,0.08449024520814419,0.18094924949109553,0.22195555021365485,13.928518772125244,27.347565333048504,0.7126650810241699,0.5350015014410019,0.8766666666666667
63,0.05888663306832313,0.08392743021249771,0.18002758473157882,0.23218402763207754,13.629980564117432,26.721219380696613,0.7158377468585968,0.5406415363152822,0.8716666666666667
64,0.05867491625249386,0.08363986201584339,0.17994342297315596,0.22469848146041235,13.724559783935547,27.048623085021973,0.7153203189373016,0.5374063104391098,0.8733333333333333
65,0.05857351161539555,0.08232657114664714,0.17935416400432586,0.22275231778621674,13.55681292215983,26.663157145182293,0.7174321611722311,0.5421674152215322,0.8733333333333333
66,0.05837688939645887,0.08377741215129693,0.1775808200240135,0.23077583064635596,13.63207197189331,26.772962252298992,0.7175308664639791,0.5424326211214066,0.8716666666666667
67,0.05820230888202786,0.08105004454652469,0.1780483487993479,0.22785737862189612,13.414523919423422,26.242921829223633,0.7185638248920441,0.5438208480676016,0.8733333333333333
68,0.05808038078248501,0.08332899957895279,0.1773897510021925,0.22262211640675864,13.624918937683105,26.7458012898763,0.7173246840635935,0.5398156146208445,0.875
69,0.05791096016764641,0.08299602071444194,0.17639766559004783,0.23346426089604697,13.611639022827148,26.76118055979411,0.7164985338846842,0.5382589995861053,0.87
70,0.05774370469152927,0.08211963064968586,0.17641919180750848,0.22800263265768686,13.422025203704834,26.294938723246258,0.7194975316524506,0.5448098182678223,0.8766666666666667
71,0.05756973223760724,0.08267151129742463,0.17654743306338788,0.2341133877635002,13.468205769856771,26.347378730773926,0.7193195521831512,0.5437391897042593,0.87
72,0.05739881508052349,0.0818209070712328,0.17616452388465403,0.22826828931768736,13.333389441172281,26.125114758809406,0.720425029595693,0.5457381904125214,0.8733333333333333
73,0.05701287910342216,0.06577697458366553,0.17571580186486244,0.22188829878966013,13.188841819763184,25.975815773010254,0.7213451166947683,0.5437134802341461,0.88
74,0.05725617026910186,0.08182657199601333,0.174337263032794,0.23109199603398642,13.310548146565756,26.055416107177734,0.72166375319163,0.5482643743356069,0.8716666666666667
75,0.05699650794267654,0.08250034227967262,0.17400770522654058,0.2349796618024508,13.531208515167236,26.65298875172933,0.717575748761495,0.5379202961921692,0.87
76,0.0568706501275301,0.08119873329997063,0.17438297085464,0.2301774894197782,13.251015027364096,26.05453650156657,0.7232775588830312,0.5486566027005514,0.8716666666666667
77,0.056707661412656304,0.08167803163329761,0.17411758080124856,0.22752764448523521,13.240025361378988,25.948105812072754,0.7227960427602133,0.5479773183663686,0.8733333333333333
78,0.056581379007548095,0.07998059131205082,0.17316729947924614,0.2280854657292366,13.177678426106771,25.7544740041097,0.7231566309928894,0.5487727125485738,0.8733333333333333
79,0.05643700985237956,0.0811325628310442,0.17357048094272615,0.22051809231440225,13.193518002827963,25.91567039489746,0.7226745088895162,0.546342521905899,0.88
80,0.056364328134804964,0.08093306173880895,0.17269026823341846,0.22420398642619452,13.106210390726725,25.720669746398926,0.7251239915688833,0.5511355797449747,0.8766666666666667
81,0.05626805378124118,0.08075608871877193,0.17331873215734958,0.23027733713388443,13.09716542561849,25.77999496459961,0.7244199812412262,0.5478746692339579,0.8733333333333333
82,0.056106132455170155,0.07906768408914407,0.17213837504386903,0.2337433472275734,12.887266794840494,25.28316020965576,0.726248542467753,0.5526464581489563,0.8733333333333333
83,0.05589845860376954,0.07956405232350032,0.17230800949037076,0.22857140998045603,12.966115633646647,25.401609420776367,0.7261755764484406,0.5520093937714895,0.8766666666666667
84,0.05585263222455979,0.08007267241676648,0.17067280896008014,0.23548535505930582,13.011730353037516,25.52535851796468,0.7266971071561178,0.5519020756085714,0.87
85,0.05570782162249088,0.08054791080454986,0.17067889645695686,0.23025112599134445,13.065373738606771,25.577869415283203,0.7249336838722229,0.5510295728842417,0.8733333333333333
86,0.05563090266659856,0.0792980541785558,0.16992343328893184,0.23465154816706976,12.957023938496908,25.386375109354656,0.7249147991339365,0.5497833589712778,0.8716666666666667
87,0.055502623599022624,0.0782836303114891,0.1686838563531637,0.23157965888579687,12.767374197642008,24.859501520792644,0.7275347510973612,0.5549321075280508,0.875
88,0.05544304847717285,0.0799347311258316,0.17036948427557946,0.22888210167487463,12.96842352549235,25.473771413167317,0.7269149919350942,0.5509723822275797,0.8733333333333333
89,0.05528034288436175,0.0798030961304903,0.16862635985016822,0.2347655991713206,12.861034711201986,25.187238693237305,0.7282706499099731,0.5553582708040873,0.8716666666666667
90,0.055208082869648935,0.079519289235274,0.1687465339899063,0.23675522456566492,12.766673723856607,25.066908836364746,0.7287090520064036,0.5546588699022929,0.87
91,0.055116177257150414,0.07919266447424889,0.16839483603835106,0.23550978799661001,12.848778247833252,25.28418254852295,0.7285673916339874,0.5524216095606486,0.8716666666666667
92,0.05505014779046178,0.07929990068078041,0.16936848759651185,0.23412703971068063,12.770590941111246,25.082362174987793,0.7299522459506989,0.556460827589035,0.8716666666666667
93,0.054919812642037866,0.07917653148372968,0.16645230464637278,0.23460937788089117,12.74500830968221,24.95789114634196,0.7291677594184875,0.5563752551873525,0.8716666666666667
94,0.054865090269595386,0.07854281614224116,0.16712479330599309,0.2330048531293869,12.745323657989502,24.960826237996418,0.7287882765134176,0.5549715161323547,0.8716666666666667
95,0.054731357470154764,0.07842235391338666,0.16665041111409665,0.23553299407164255,12.706334908803305,24.909000078837078,0.7301264405250549,0.5569021900494894,0.8716666666666667
96,0.054657087195664644,0.07802687771618366,0.1663308024406433,0.2317702497045199,12.651636600494385,24.910037676493328,0.7294802963733673,0.5543070534865061,0.875
97,0.05456488849595189,0.07801817295451959,0.16580690816044807,0.22947388142347336,12.682308355967203,24.88711388905843,0.7295990089575449,0.5560659468173981,0.8766666666666667
98,0.05447819205000996,0.07769049579898517,0.165498223900795,0.2304963544011116,12.586352189381918,24.592130025227863,0.7298542360464731,0.5567331115404764,0.875
99,0.05439825188368559,0.07752900011837482,0.16501720994710922,0.23331472525993982,12.601573785146078,24.64658260345459,0.7313775221506754,0.5589475433031718,0.875
